Type;auto_price;auto_year;auto_owners;auto_guarantee;auto_mileage;auto_engine;auto_transmission;auto_drive_unit;auto_wheel;auto_carcase;auto_color;link
"Jaguar F-Pace АКПП 2017 с пробегом 108 685 км        ID
                    16151039";3 190 000                    ₽;2017;2                владельца;"до
                  05.2024";108 685 км;"2.0 л /
              250 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/jaguar/f-pace/16151039/
"Mercedes X-Класс АКПП 2018 с пробегом 114 619 км        ID
                    16107828";3 870 000                    ₽;2018;2                владельца;"до
                  04.2024";114 619 км;"2.3 л /
              190 л.с. /
              Дизель";Автоматическая;Полный;Левый;Пикап Двойная кабина;Серый;https://rolf-probeg.ru/spb/cars/mercedes/x-klass/16107828/
"Mercedes E-Класс АКПП 2013 с пробегом 178 810 км        ID
                    16159339";1 569 000                    ₽;2013;1                владелец;"до
                  06.2024";178 810 км;"3.5 л /
              249 л.с. /
              Бензин";Автоматическая;Полный;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/mercedes/e-klasse/16159339/
"Volkswagen Touareg АКПП 2015 с пробегом 35 641 км        ID
                    16159807";3 284 000                    ₽;2015;1                владелец;"до
                  06.2024";35 641 км;"3.6 л /
              249 л.с. /
              Бензин";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Бежевый;https://rolf-probeg.ru/spb/cars/volkswagen/touareg/16159807/
"Nissan X-Trail CVT 2011 с пробегом 227 884 км        ID
                    16159676";1 050 000                    ₽;2011;1                владелец;"до
                  06.2024";227 884 км;"2.5 л /
              169 л.с. /
              Бензин";Вариатор;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/nissan/x-trail/16159676/
"Mercedes C-Класс АКПП 2012 с пробегом 124 349 км        ID
                    16159370";1 150 000                    ₽;2012;6                владельцев;"до
                  06.2024";124 349 км;"1.8 л /
              204 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/mercedes/c-klasse/16159370/
"ŠKODA Octavia РКПП 2015 с пробегом 99 206 км        ID
                    16155856";1 168 000                    ₽;2015;1                владелец;"до
                  06.2024";99 206 км;"1.4 л /
              140 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/16155856/
"Chery Tiggo 7 Pro CVT 2021 с пробегом 5 299 км        ID
                    16154336";2 020 000                    ₽;2021;1                владелец;;5 299 км;"1.5 л /
              147 л.с. /
              Бензин";Вариатор;Передний;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/chery/tiggo-7-pro/16154336/
"ŠKODA Rapid МКПП 2015 с пробегом 164 104 км        ID
                    16115316";709 695                    ₽;2015;2                владельца;;164 104 км;"1.6 л /
              90 л.с. /
              Бензин";Механическая;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/rapid/16115316/
"Volkswagen Tiguan РКПП 2018 с пробегом 87 655 км        ID
                    16155807";2 570 000                    ₽;2018;1                владелец;"до
                  06.2024";87 655 км;"2.0 л /
              180 л.с. /
              Бензин";Робот;Полный;Левый;Внедорожник 5 дв.;Черный;https://rolf-probeg.ru/spb/cars/volkswagen/tiguan/16155807/
"Land Rover Range Rover Evoque АКПП 2014 с пробегом 124 176 км        ID
                    14133048";1 767 000                    ₽;2014;3                владельца;"до
                  03.2024";124 176 км;"2.2 л /
              150 л.с. /
              Дизель";Автоматическая;Полный;Левый;Внедорожник 5 дв.;Коричневый;https://rolf-probeg.ru/spb/cars/land-rover/range-rover-evoque/14133048/
"Hyundai Solaris МКПП 2017 с пробегом 255 475 км        ID
                    14715532";595 000                    ₽;2017;4                владельца;"до
                  06.2024";255 475 км;"1.4 л /
              100 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/hyundai/solaris/14715532/
"Renault Logan МКПП 2020 с пробегом 47 738 км        ID
                    15557883";784 632                    ₽;2020;1                владелец;"до
                  05.2023";47 738 км;"1.6 л /
              82 л.с. /
              Бензин";Механическая;Передний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/renault/logan/15557883/
"Mercedes A-Класс РКПП 2016 с пробегом 83 491 км        ID
                    16160035";1 690 000                    ₽;2016;3                владельца;"до
                  06.2024";83 491 км;"1.6 л /
              122 л.с. /
              Бензин";Робот;Передний;Левый;Хэтчбек 5 дв.;Синий;https://rolf-probeg.ru/spb/cars/mercedes/a-klasse/16160035/
"Kia Ceed АКПП 2019 с пробегом 25 672 км        ID
                    16141622";1 598 000                    ₽;2019;1                владелец;"до
                  06.2024";25 672 км;"1.6 л /
              128 л.с. /
              Бензин";Автоматическая;Передний;Левый;Универсал 5 дв.;Красный;https://rolf-probeg.ru/spb/cars/kia/ceed/16141622/
"BMW 3 серии АКПП 2014 с пробегом 169 931 км        ID
                    16154853";1 090 000                    ₽;2014;7                владельцев;"до
                  06.2024";169 931 км;"1.6 л /
              136 л.с. /
              Бензин";Автоматическая;Задний;Левый;Седан;Белый;https://rolf-probeg.ru/spb/cars/bmw/3-serii/16154853/
"ŠKODA Octavia РКПП 2016 с пробегом 74 204 км        ID
                    14605925";1 070 000                    ₽;2016;1                владелец;"до
                  06.2024";74 204 км;"1.4 л /
              150 л.с. /
              Бензин";Робот;Передний;Левый;Лифтбек;Белый;https://rolf-probeg.ru/spb/cars/skoda/octavia/14605925/
"Mercedes CLA РКПП 2020 с пробегом 22 851 км        ID
                    16122035";3 295 000                    ₽;2020;1                владелец;"до
                  06.2024";22 851 км;"1.3 л /
              163 л.с. /
              Бензин";Робот;Передний;Левый;Седан;Серый;https://rolf-probeg.ru/spb/cars/mercedes/cla/16122035/
